store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,reorder_gap,safety_stock_gap,stock_to_reorder_ratio,risk_category,risk_score
ST06,SKU03767,112,70,19,2025-12-19,42,93,1.6,Low,10
ST25,SKU04456,202,74,23,2025-11-05,128,179,2.72972972972973,Low,10
ST09,SKU01164,165,90,24,2025-11-15,75,141,1.8333333333333333,Low,10
ST19,SKU03247,4,53,16,2025-11-06,-49,-12,0.07547169811320754,High,75
ST02,SKU00191,50,35,10,2025-11-16,15,40,1.4285714285714286,Low,10
ST30,SKU04571,102,72,35,2025-11-30,30,67,1.4166666666666667,Low,10
ST09,SKU03066,127,63,24,2025-11-15,64,103,2.015873015873016,Low,10
ST02,SKU02636,36,55,22,2025-11-16,-19,14,0.6545454545454545,Medium,50
ST24,SKU04719,51,22,5,2025-11-28,29,46,2.3181818181818183,Low,10
ST16,SKU02683,67,76,29,2025-11-12,-9,38,0.881578947368421,Medium,50
ST18,SKU02795,91,80,31,2025-11-02,11,60,1.1375,Low,10
ST03,SKU00374,16,21,6,2025-11-16,-5,10,0.7619047619047619,Medium,50
ST06,SKU02406,30,50,20,2025-11-24,-20,10,0.6,Medium,50
ST11,SKU00806,235,80,17,2025-11-11,155,218,2.9375,Low,10
ST03,SKU03901,74,31,14,2025-11-11,43,60,2.3870967741935485,Low,10
ST30,SKU00673,106,86,26,2025-12-18,20,80,1.2325581395348837,Low,10
ST13,SKU04981,89,44,14,2025-11-21,45,75,2.022727272727273,Low,10
ST04,SKU02926,43,91,36,2025-11-03,-48,7,0.4725274725274725,Medium,50
ST01,SKU03373,29,91,28,2025-12-03,-62,1,0.31868131868131866,Medium,50
ST30,SKU04158,36,97,33,2025-11-17,-61,3,0.3711340206185567,Medium,50
ST25,SKU03533,25,31,15,2025-12-27,-6,10,0.8064516129032258,Medium,50
ST06,SKU02504,144,62,19,2025-11-30,82,125,2.3225806451612905,Low,10
ST30,SKU03847,22,21,7,2025-11-16,1,15,1.0476190476190477,Low,10
ST30,SKU04187,58,36,9,2025-12-26,22,49,1.6111111111111112,Low,10
ST23,SKU02389,173,72,35,2025-12-03,101,138,2.4027777777777777,Low,10
ST12,SKU03410,176,61,25,2025-11-15,115,151,2.8852459016393444,Low,10
ST18,SKU02564,179,62,21,2025-12-23,117,158,2.8870967741935485,Low,10
ST07,SKU04842,87,64,23,2025-12-21,23,64,1.359375,Low,10
ST18,SKU03277,28,61,25,2025-12-20,-33,3,0.45901639344262296,Medium,50
ST17,SKU02995,159,60,19,2025-11-08,99,140,2.65,Low,10
ST09,SKU01151,30,20,10,2025-12-26,10,20,1.5,Low,10
ST30,SKU01610,36,28,6,2025-11-22,8,30,1.2857142857142858,Low,10
ST11,SKU00235,128,61,27,2025-11-09,67,101,2.098360655737705,Low,10
ST27,SKU02912,200,86,24,2025-12-08,114,176,2.3255813953488373,Low,10
ST05,SKU03969,5,64,13,2025-12-22,-59,-8,0.078125,High,75
ST17,SKU03202,88,54,24,2025-12-01,34,64,1.6296296296296295,Low,10
ST14,SKU02795,103,49,11,2025-12-22,54,92,2.1020408163265305,Low,10
ST17,SKU03227,10,30,10,2025-11-08,-20,0,0.3333333333333333,Medium,50
ST08,SKU02659,171,89,42,2025-12-20,82,129,1.9213483146067416,Low,10
ST15,SKU03575,34,54,23,2025-12-19,-20,11,0.6296296296296297,Medium,50
ST16,SKU03007,7,20,7,2025-12-01,-13,0,0.35,Medium,50
ST18,SKU02942,68,33,10,2025-12-13,35,58,2.0606060606060606,Low,10
ST29,SKU02479,29,100,27,2025-11-17,-71,2,0.29,Medium,50
ST04,SKU03485,20,81,17,2025-12-16,-61,3,0.24691358024691357,Medium,50
ST20,SKU04452,110,52,16,2025-11-23,58,94,2.1153846153846154,Low,10
ST15,SKU03487,69,24,8,2025-11-03,45,61,2.875,Low,10
ST14,SKU04463,49,28,7,2025-12-04,21,42,1.75,Low,10
ST22,SKU02886,33,52,15,2025-11-09,-19,18,0.6346153846153846,Medium,50
ST16,SKU02241,161,54,21,2025-12-09,107,140,2.9814814814814814,Low,10
ST18,SKU03112,219,78,26,2025-12-24,141,193,2.8076923076923075,Low,10
ST26,SKU03601,137,54,26,2025-11-15,83,111,2.537037037037037,Low,10
ST25,SKU04565,34,50,11,2025-12-24,-16,23,0.68,Medium,50
ST02,SKU04635,17,38,14,2025-11-06,-21,3,0.4473684210526316,Medium,50
ST14,SKU02970,256,97,33,2025-12-24,159,223,2.6391752577319587,Low,10
ST01,SKU01194,10,75,33,2025-12-12,-65,-23,0.13333333333333333,High,75
ST18,SKU04459,147,87,41,2025-11-23,60,106,1.6896551724137931,Low,10
ST23,SKU03078,15,78,23,2025-11-01,-63,-8,0.19230769230769232,High,75
ST05,SKU03699,12,27,12,2025-11-17,-15,0,0.4444444444444444,Medium,50
ST07,SKU02957,103,92,43,2025-11-06,11,60,1.1195652173913044,Low,10
ST03,SKU02034,81,57,21,2025-12-03,24,60,1.4210526315789473,Low,10
ST29,SKU00283,176,88,38,2025-11-15,88,138,2.0,Low,10
ST20,SKU00517,137,46,11,2025-11-06,91,126,2.9782608695652173,Low,10
ST17,SKU00048,218,90,42,2025-11-06,128,176,2.422222222222222,Low,10
ST13,SKU00224,210,99,48,2025-12-13,111,162,2.121212121212121,Low,10
ST17,SKU04544,19,62,28,2025-11-30,-43,-9,0.3064516129032258,High,75
ST17,SKU04321,260,93,22,2025-12-29,167,238,2.795698924731183,Low,10
ST24,SKU04566,34,36,7,2025-12-12,-2,27,0.9444444444444444,Medium,50
ST07,SKU04836,68,81,25,2025-11-18,-13,43,0.8395061728395061,Medium,50
ST05,SKU01776,97,59,17,2025-11-15,38,80,1.6440677966101696,Low,10
ST13,SKU02956,18,37,14,2025-12-09,-19,4,0.4864864864864865,Medium,50
ST12,SKU03597,22,23,5,2025-12-30,-1,17,0.9565217391304348,Medium,50
ST19,SKU02214,15,82,29,2025-12-19,-67,-14,0.18292682926829268,High,75
ST25,SKU02774,241,95,45,2025-11-11,146,196,2.536842105263158,Low,10
ST03,SKU01209,59,33,12,2025-11-11,26,47,1.7878787878787878,Low,10
ST25,SKU00490,75,69,15,2025-12-28,6,60,1.0869565217391304,Low,10
ST13,SKU04698,124,55,19,2025-12-29,69,105,2.2545454545454544,Low,10
ST29,SKU03130,236,91,36,2025-11-05,145,200,2.5934065934065935,Low,10
ST11,SKU01826,43,37,11,2025-12-18,6,32,1.162162162162162,Low,10
ST11,SKU00761,25,33,16,2025-12-16,-8,9,0.7575757575757576,Medium,50
ST01,SKU02339,71,41,20,2025-12-10,30,51,1.7317073170731707,Low,10
ST14,SKU00489,73,32,13,2025-12-02,41,60,2.28125,Low,10
ST16,SKU01989,180,79,29,2025-11-30,101,151,2.278481012658228,Low,10
ST02,SKU01305,30,21,7,2025-12-25,9,23,1.4285714285714286,Low,10
ST02,SKU03308,122,48,17,2025-11-18,74,105,2.5416666666666665,Low,10
ST22,SKU04307,2,61,19,2025-11-18,-59,-17,0.03278688524590164,High,75
ST01,SKU01029,42,75,28,2025-11-13,-33,14,0.56,Medium,50
ST29,SKU03699,233,80,21,2025-11-25,153,212,2.9125,Low,10
ST11,SKU00437,100,62,15,2025-12-10,38,85,1.6129032258064515,Low,10
ST16,SKU00449,59,92,45,2025-12-28,-33,14,0.6413043478260869,Medium,50
ST22,SKU02351,197,85,24,2025-12-21,112,173,2.3176470588235296,Low,10
ST13,SKU01861,82,53,20,2025-11-14,29,62,1.5471698113207548,Low,10
ST04,SKU04716,4,49,20,2025-11-12,-45,-16,0.08163265306122448,High,75
ST07,SKU04286,34,66,25,2025-11-06,-32,9,0.5151515151515151,Medium,50
ST02,SKU04475,59,79,33,2025-12-21,-20,26,0.7468354430379747,Medium,50
ST18,SKU03881,53,38,11,2025-12-29,15,42,1.394736842105263,Low,10
ST14,SKU01902,54,23,11,2025-11-07,31,43,2.347826086956522,Low,10
ST12,SKU00926,51,41,13,2025-12-04,10,38,1.2439024390243902,Low,10
ST03,SKU03059,70,60,22,2025-12-10,10,48,1.1666666666666667,Low,10
ST13,SKU03494,160,59,15,2025-12-21,101,145,2.711864406779661,Low,10
ST22,SKU03322,74,60,19,2025-12-14,14,55,1.2333333333333334,Low,10
ST30,SKU02447,188,96,39,2025-12-05,92,149,1.9583333333333333,Low,10
ST09,SKU00713,151,59,22,2025-11-27,92,129,2.559322033898305,Low,10
ST02,SKU02004,82,42,14,2025-11-29,40,68,1.9523809523809523,Low,10
ST16,SKU04409,202,78,19,2025-11-21,124,183,2.58974358974359,Low,10
ST11,SKU04033,56,20,5,2025-11-28,36,51,2.8,Low,10
ST05,SKU04463,28,84,41,2025-11-16,-56,-13,0.3333333333333333,High,75
ST22,SKU03359,66,60,26,2025-11-30,6,40,1.1,Low,10
ST21,SKU03229,110,59,19,2025-11-01,51,91,1.8644067796610169,Low,10
ST05,SKU03518,123,62,29,2025-12-17,61,94,1.9838709677419355,Low,10
ST26,SKU00304,31,21,5,2025-12-06,10,26,1.4761904761904763,Low,10
ST12,SKU02114,72,28,6,2025-11-02,44,66,2.5714285714285716,Low,10
ST08,SKU02020,104,56,28,2025-11-26,48,76,1.8571428571428572,Low,10
ST15,SKU00968,139,49,18,2025-11-29,90,121,2.836734693877551,Low,10
ST23,SKU03711,63,78,38,2025-11-02,-15,25,0.8076923076923077,Medium,50
ST12,SKU00745,99,37,13,2025-11-07,62,86,2.675675675675676,Low,10
ST20,SKU00877,14,43,15,2025-11-11,-29,-1,0.32558139534883723,High,75
ST30,SKU01124,197,68,28,2025-12-05,129,169,2.8970588235294117,Low,10
ST09,SKU04920,150,59,20,2025-11-11,91,130,2.542372881355932,Low,10
ST19,SKU02573,55,90,30,2025-11-22,-35,25,0.6111111111111112,Medium,50
ST07,SKU01119,60,41,15,2025-11-09,19,45,1.4634146341463414,Low,10
ST22,SKU04313,112,75,20,2025-11-16,37,92,1.4933333333333334,Low,10
ST09,SKU04819,59,28,9,2025-11-17,31,50,2.107142857142857,Low,10
ST04,SKU03961,181,82,34,2025-12-09,99,147,2.207317073170732,Low,10
ST24,SKU01875,8,23,8,2025-12-05,-15,0,0.34782608695652173,Medium,50
ST04,SKU03910,61,82,32,2025-11-09,-21,29,0.7439024390243902,Medium,50
ST08,SKU02289,26,82,40,2025-11-07,-56,-14,0.3170731707317073,High,75
ST06,SKU03012,7,20,8,2025-12-22,-13,-1,0.35,High,75
ST06,SKU02116,47,24,8,2025-11-01,23,39,1.9583333333333333,Low,10
ST01,SKU02021,84,60,28,2025-11-27,24,56,1.4,Low,10
ST23,SKU00997,68,41,18,2025-12-07,27,50,1.6585365853658536,Low,10
ST30,SKU04523,99,43,14,2025-11-03,56,85,2.302325581395349,Low,10
ST01,SKU04340,77,70,29,2025-11-16,7,48,1.1,Low,10
ST26,SKU04712,179,77,27,2025-11-22,102,152,2.324675324675325,Low,10
ST02,SKU03784,59,55,21,2025-12-12,4,38,1.0727272727272728,Low,10
ST03,SKU03845,238,85,33,2025-11-27,153,205,2.8,Low,10
ST02,SKU02618,188,71,25,2025-12-29,117,163,2.647887323943662,Low,10
ST21,SKU04563,72,36,12,2025-11-03,36,60,2.0,Low,10
ST22,SKU00264,88,30,9,2025-12-20,58,79,2.933333333333333,Low,10
ST05,SKU00811,261,95,27,2025-11-27,166,234,2.7473684210526317,Low,10
ST12,SKU02297,50,24,11,2025-11-07,26,39,2.0833333333333335,Low,10
ST29,SKU00411,92,92,28,2025-11-30,0,64,1.0,Low,10
ST09,SKU00560,76,96,35,2025-11-04,-20,41,0.7916666666666666,Medium,50
ST27,SKU00997,140,84,17,2025-12-02,56,123,1.6666666666666667,Low,10
ST26,SKU02680,112,76,34,2025-12-27,36,78,1.4736842105263157,Low,10
ST22,SKU00404,131,92,45,2025-12-18,39,86,1.423913043478261,Low,10
ST11,SKU01778,110,59,17,2025-11-03,51,93,1.8644067796610169,Low,10
ST02,SKU03890,26,21,9,2025-12-16,5,17,1.2380952380952381,Low,10
ST29,SKU03961,150,76,34,2025-11-07,74,116,1.9736842105263157,Low,10
ST11,SKU02219,24,42,18,2025-11-23,-18,6,0.5714285714285714,Medium,50
ST15,SKU02811,124,48,21,2025-12-28,76,103,2.5833333333333335,Low,10
ST02,SKU02932,64,27,9,2025-12-18,37,55,2.3703703703703702,Low,10
ST06,SKU00333,113,95,25,2025-11-22,18,88,1.1894736842105262,Low,10
ST21,SKU03897,175,100,36,2025-11-06,75,139,1.75,Low,10
ST08,SKU02789,76,54,25,2025-11-07,22,51,1.4074074074074074,Low,10
ST28,SKU00291,59,52,18,2025-12-20,7,41,1.1346153846153846,Low,10
ST04,SKU04745,138,58,28,2025-12-14,80,110,2.3793103448275863,Low,10
ST05,SKU03568,183,94,22,2025-12-23,89,161,1.946808510638298,Low,10
ST17,SKU02469,147,100,29,2025-12-29,47,118,1.47,Low,10
ST04,SKU03380,178,66,30,2025-12-19,112,148,2.696969696969697,Low,10
ST21,SKU02977,38,49,24,2025-11-16,-11,14,0.7755102040816326,Medium,50
ST13,SKU03780,228,89,35,2025-12-28,139,193,2.561797752808989,Low,10
ST19,SKU00746,37,20,7,2025-11-09,17,30,1.85,Low,10
ST02,SKU00704,37,39,14,2025-11-16,-2,23,0.9487179487179487,Medium,50
ST24,SKU00680,80,73,17,2025-12-18,7,63,1.095890410958904,Low,10
ST08,SKU03641,43,29,12,2025-11-04,14,31,1.4827586206896552,Low,10
ST01,SKU02999,208,83,19,2025-12-17,125,189,2.5060240963855422,Low,10
ST21,SKU00893,29,29,8,2025-12-20,0,21,1.0,Low,10
ST13,SKU03112,86,41,9,2025-12-08,45,77,2.097560975609756,Low,10
ST19,SKU04091,66,80,39,2025-12-20,-14,27,0.825,Medium,50
ST13,SKU02819,68,79,28,2025-11-11,-11,40,0.8607594936708861,Medium,50
ST15,SKU01748,55,54,23,2025-11-20,1,32,1.0185185185185186,Low,10
ST16,SKU01116,71,49,15,2025-11-10,22,56,1.4489795918367347,Low,10
ST06,SKU00267,0,42,15,2025-11-28,-42,-15,0.0,Critical,100
ST15,SKU01472,195,74,36,2025-12-24,121,159,2.635135135135135,Low,10
ST15,SKU03917,33,78,35,2025-12-04,-45,-2,0.4230769230769231,High,75
ST03,SKU00704,126,93,23,2025-11-05,33,103,1.3548387096774193,Low,10
ST04,SKU02936,87,41,10,2025-11-02,46,77,2.1219512195121952,Low,10
ST07,SKU02616,91,68,29,2025-11-07,23,62,1.338235294117647,Low,10
ST15,SKU03934,16,89,19,2025-12-25,-73,-3,0.1797752808988764,High,75
ST27,SKU03479,80,77,24,2025-11-01,3,56,1.0389610389610389,Low,10
ST16,SKU00303,48,26,11,2025-12-23,22,37,1.8461538461538463,Low,10
ST24,SKU03544,248,88,19,2025-11-16,160,229,2.8181818181818183,Low,10
ST16,SKU00738,18,46,14,2025-12-20,-28,4,0.391304347826087,Medium,50
ST16,SKU03374,63,85,41,2025-11-24,-22,22,0.7411764705882353,Medium,50
ST29,SKU03329,123,43,10,2025-11-26,80,113,2.86046511627907,Low,10
ST22,SKU00411,5,25,7,2025-12-07,-20,-2,0.2,High,75
ST12,SKU00377,281,94,22,2025-11-16,187,259,2.9893617021276597,Low,10
ST25,SKU01608,128,63,15,2025-11-20,65,113,2.0317460317460316,Low,10
ST11,SKU02651,36,57,15,2025-12-22,-21,21,0.631578947368421,Medium,50
ST04,SKU00706,210,100,48,2025-12-04,110,162,2.1,Low,10
ST11,SKU04486,57,69,28,2025-11-17,-12,29,0.8260869565217391,Medium,50
ST03,SKU03025,172,80,36,2025-12-24,92,136,2.15,Low,10
ST30,SKU01272,66,90,19,2025-11-29,-24,47,0.7333333333333333,Medium,50
ST14,SKU00633,37,77,19,2025-11-17,-40,18,0.4805194805194805,Medium,50
ST01,SKU02040,51,79,36,2025-11-12,-28,15,0.6455696202531646,Medium,50
ST15,SKU00735,49,41,11,2025-12-27,8,38,1.1951219512195121,Low,10
ST11,SKU00061,41,52,12,2025-11-28,-11,29,0.7884615384615384,Medium,50
ST18,SKU00486,81,31,9,2025-12-06,50,72,2.6129032258064515,Low,10
ST07,SKU02945,141,54,17,2025-12-10,87,124,2.611111111111111,Low,10
ST26,SKU00283,192,86,33,2025-11-28,106,159,2.2325581395348837,Low,10
ST20,SKU00796,9,92,30,2025-11-04,-83,-21,0.09782608695652174,High,75
ST28,SKU02021,38,78,22,2025-11-04,-40,16,0.48717948717948717,Medium,50
ST18,SKU00852,185,79,27,2025-11-17,106,158,2.3417721518987342,Low,10
ST06,SKU04811,111,40,14,2025-12-12,71,97,2.775,Low,10
ST05,SKU04487,8,27,8,2025-11-06,-19,0,0.2962962962962963,Medium,50
ST09,SKU00102,24,93,39,2025-12-23,-69,-15,0.25806451612903225,High,75
ST21,SKU02731,176,80,24,2025-11-26,96,152,2.2,Low,10
ST13,SKU01382,95,97,32,2025-11-20,-2,63,0.979381443298969,Medium,50
ST14,SKU01597,49,34,10,2025-11-02,15,39,1.4411764705882353,Low,10
ST26,SKU00569,14,39,13,2025-11-26,-25,1,0.358974358974359,Medium,50
ST19,SKU00634,208,85,26,2025-11-18,123,182,2.447058823529412,Low,10
ST06,SKU04828,123,48,16,2025-12-18,75,107,2.5625,Low,10
ST29,SKU01081,57,65,20,2025-11-10,-8,37,0.8769230769230769,Medium,50
ST07,SKU03769,11,48,18,2025-12-21,-37,-7,0.22916666666666666,High,75
ST03,SKU04711,166,75,35,2025-11-12,91,131,2.2133333333333334,Low,10
ST27,SKU01390,48,21,9,2025-11-22,27,39,2.2857142857142856,Low,10
ST07,SKU03112,104,70,28,2025-11-30,34,76,1.4857142857142858,Low,10
ST30,SKU03977,146,56,22,2025-11-12,90,124,2.607142857142857,Low,10
ST11,SKU02029,102,46,15,2025-12-27,56,87,2.217391304347826,Low,10
ST02,SKU03362,103,48,24,2025-11-01,55,79,2.1458333333333335,Low,10
ST26,SKU04609,160,92,27,2025-12-09,68,133,1.7391304347826086,Low,10
ST11,SKU01460,184,67,15,2025-12-28,117,169,2.746268656716418,Low,10
ST26,SKU00606,169,98,44,2025-12-31,71,125,1.7244897959183674,Low,10
ST06,SKU01392,82,37,16,2025-11-18,45,66,2.2162162162162162,Low,10
ST23,SKU02967,145,73,16,2025-12-09,72,129,1.9863013698630136,Low,10
ST08,SKU02911,33,28,10,2025-12-08,5,23,1.1785714285714286,Low,10
ST13,SKU03981,61,37,8,2025-12-12,24,53,1.6486486486486487,Low,10
ST01,SKU00351,44,70,31,2025-12-27,-26,13,0.6285714285714286,Medium,50
ST03,SKU00079,138,48,12,2025-12-30,90,126,2.875,Low,10
ST22,SKU01714,27,71,19,2025-12-15,-44,8,0.38028169014084506,Medium,50
ST16,SKU01783,28,21,9,2025-11-16,7,19,1.3333333333333333,Low,10
ST16,SKU03134,7,51,21,2025-12-25,-44,-14,0.13725490196078433,High,75
ST20,SKU02888,27,56,17,2025-12-19,-29,10,0.48214285714285715,Medium,50
ST05,SKU04093,122,78,30,2025-11-27,44,92,1.564102564102564,Low,10
ST15,SKU01386,121,87,18,2025-12-03,34,103,1.3908045977011494,Low,10
ST01,SKU03811,150,54,27,2025-12-07,96,123,2.7777777777777777,Low,10
ST26,SKU00309,124,72,20,2025-11-07,52,104,1.7222222222222223,Low,10
ST14,SKU02401,85,56,25,2025-11-04,29,60,1.5178571428571428,Low,10
ST08,SKU04634,35,42,12,2025-11-04,-7,23,0.8333333333333334,Medium,50
ST01,SKU02305,63,37,9,2025-12-29,26,54,1.7027027027027026,Low,10
ST20,SKU04204,36,21,5,2025-11-17,15,31,1.7142857142857142,Low,10
ST18,SKU02169,66,25,12,2025-11-07,41,54,2.64,Low,10
ST18,SKU00069,118,44,11,2025-11-25,74,107,2.6818181818181817,Low,10
ST06,SKU04618,62,50,18,2025-12-19,12,44,1.24,Low,10
ST24,SKU03206,27,25,9,2025-11-18,2,18,1.08,Low,10
ST25,SKU00267,127,56,21,2025-11-16,71,106,2.267857142857143,Low,10
ST08,SKU03797,18,80,30,2025-11-28,-62,-12,0.225,High,75
ST27,SKU01928,64,95,41,2025-12-04,-31,23,0.6736842105263158,Medium,50
ST15,SKU00064,81,95,21,2025-12-12,-14,60,0.8526315789473684,Medium,50
ST02,SKU02507,64,40,15,2025-12-14,24,49,1.6,Low,10
ST24,SKU00736,20,38,13,2025-12-08,-18,7,0.5263157894736842,Medium,50
ST02,SKU00752,53,76,18,2025-12-27,-23,35,0.6973684210526315,Medium,50
ST19,SKU02554,16,46,22,2025-11-19,-30,-6,0.34782608695652173,High,75
ST27,SKU01725,36,25,6,2025-11-13,11,30,1.44,Low,10
ST15,SKU03924,118,70,27,2025-12-29,48,91,1.6857142857142857,Low,10
ST27,SKU02264,7,76,24,2025-12-10,-69,-17,0.09210526315789473,High,75
ST26,SKU01943,8,28,12,2025-11-28,-20,-4,0.2857142857142857,High,75
ST24,SKU03628,242,93,44,2025-12-12,149,198,2.6021505376344085,Low,10
ST02,SKU01319,149,77,18,2025-11-23,72,131,1.9350649350649352,Low,10
ST17,SKU04923,62,21,9,2025-12-25,41,53,2.9523809523809526,Low,10
ST10,SKU02074,82,62,19,2025-11-19,20,63,1.3225806451612903,Low,10
ST13,SKU03434,46,79,19,2025-11-18,-33,27,0.5822784810126582,Medium,50
ST27,SKU00267,231,99,37,2025-11-24,132,194,2.3333333333333335,Low,10
ST18,SKU03409,18,25,12,2025-12-03,-7,6,0.72,Medium,50
ST08,SKU01057,39,28,10,2025-11-08,11,29,1.3928571428571428,Low,10
ST03,SKU01280,73,52,21,2025-12-28,21,52,1.4038461538461537,Low,10
ST25,SKU01924,68,26,8,2025-11-23,42,60,2.6153846153846154,Low,10
ST30,SKU00802,39,33,7,2025-12-15,6,32,1.1818181818181819,Low,10
ST01,SKU03731,69,30,7,2025-11-06,39,62,2.3,Low,10
ST16,SKU04098,148,68,26,2025-11-12,80,122,2.176470588235294,Low,10
ST06,SKU04449,155,60,27,2025-12-11,95,128,2.5833333333333335,Low,10
ST28,SKU01601,97,60,29,2025-12-09,37,68,1.6166666666666667,Low,10
ST18,SKU02812,91,67,24,2025-11-23,24,67,1.3582089552238805,Low,10
ST25,SKU03228,65,52,11,2025-12-25,13,54,1.25,Low,10
ST07,SKU02389,49,54,12,2025-12-05,-5,37,0.9074074074074074,Medium,50
ST04,SKU03865,125,46,15,2025-12-01,79,110,2.717391304347826,Low,10
ST27,SKU03078,135,68,25,2025-11-26,67,110,1.9852941176470589,Low,10
ST09,SKU00795,54,39,11,2025-12-27,15,43,1.3846153846153846,Low,10
ST02,SKU00182,52,86,29,2025-12-22,-34,23,0.6046511627906976,Medium,50
ST28,SKU00843,65,67,31,2025-11-16,-2,34,0.9701492537313433,Medium,50
ST10,SKU02325,213,90,39,2025-11-19,123,174,2.3666666666666667,Low,10
ST28,SKU01862,199,86,42,2025-11-21,113,157,2.313953488372093,Low,10
ST15,SKU04042,70,32,13,2025-12-11,38,57,2.1875,Low,10
ST05,SKU02001,135,49,10,2025-11-07,86,125,2.7551020408163267,Low,10
ST10,SKU00327,53,53,17,2025-11-07,0,36,1.0,Low,10
ST15,SKU01455,136,69,23,2025-11-22,67,113,1.9710144927536233,Low,10
ST21,SKU01101,26,28,9,2025-12-26,-2,17,0.9285714285714286,Medium,50
ST16,SKU00701,179,63,17,2025-11-26,116,162,2.8412698412698414,Low,10
ST20,SKU01631,89,47,17,2025-12-09,42,72,1.8936170212765957,Low,10
ST19,SKU03969,180,73,17,2025-11-02,107,163,2.4657534246575343,Low,10
ST01,SKU04521,12,74,32,2025-11-16,-62,-20,0.16216216216216217,High,75
ST04,SKU01582,230,98,27,2025-12-26,132,203,2.3469387755102042,Low,10
ST02,SKU02287,127,59,15,2025-11-24,68,112,2.152542372881356,Low,10
ST12,SKU04610,9,58,19,2025-12-02,-49,-10,0.15517241379310345,High,75
ST25,SKU04049,45,26,6,2025-11-02,19,39,1.7307692307692308,Low,10
ST03,SKU04876,62,87,33,2025-11-14,-25,29,0.7126436781609196,Medium,50
ST14,SKU02167,99,34,14,2025-12-26,65,85,2.911764705882353,Low,10
ST02,SKU04189,66,24,7,2025-11-14,42,59,2.75,Low,10
ST11,SKU01915,62,70,15,2025-12-02,-8,47,0.8857142857142857,Medium,50
ST22,SKU03314,82,73,20,2025-12-04,9,62,1.1232876712328768,Low,10
ST15,SKU01012,25,34,14,2025-12-15,-9,11,0.7352941176470589,Medium,50
ST08,SKU02104,126,85,22,2025-12-07,41,104,1.4823529411764707,Low,10
ST10,SKU04781,236,79,17,2025-12-08,157,219,2.9873417721518987,Low,10
ST03,SKU04672,40,72,31,2025-12-28,-32,9,0.5555555555555556,Medium,50
ST24,SKU00227,246,86,27,2025-12-17,160,219,2.86046511627907,Low,10
ST11,SKU02109,6,62,25,2025-12-13,-56,-19,0.0967741935483871,High,75
ST16,SKU03279,104,45,21,2025-11-03,59,83,2.311111111111111,Low,10
ST15,SKU01897,246,99,32,2025-12-08,147,214,2.484848484848485,Low,10
ST06,SKU00539,72,88,28,2025-12-22,-16,44,0.8181818181818182,Medium,50
ST03,SKU02438,84,39,18,2025-12-12,45,66,2.1538461538461537,Low,10
ST11,SKU03616,64,39,15,2025-12-08,25,49,1.641025641025641,Low,10
ST12,SKU00961,123,55,13,2025-12-20,68,110,2.2363636363636363,Low,10
ST27,SKU02458,113,89,36,2025-11-05,24,77,1.2696629213483146,Low,10
ST05,SKU04293,57,20,5,2025-11-25,37,52,2.85,Low,10
ST29,SKU01730,109,65,19,2025-11-12,44,90,1.676923076923077,Low,10
ST16,SKU00619,285,99,26,2025-11-17,186,259,2.878787878787879,Low,10
ST01,SKU04538,81,28,12,2025-11-16,53,69,2.892857142857143,Low,10
ST29,SKU03923,102,61,25,2025-12-28,41,77,1.6721311475409837,Low,10
ST12,SKU00972,230,92,38,2025-11-18,138,192,2.5,Low,10
ST06,SKU03248,185,75,17,2025-11-08,110,168,2.466666666666667,Low,10
ST26,SKU04046,47,52,21,2025-12-29,-5,26,0.9038461538461539,Medium,50
ST21,SKU03449,36,23,7,2025-12-20,13,29,1.565217391304348,Low,10
ST10,SKU02203,0,20,9,2025-11-01,-20,-9,0.0,Critical,100
ST12,SKU03161,61,64,18,2025-11-03,-3,43,0.953125,Medium,50
ST27,SKU04703,66,50,25,2025-11-04,16,41,1.32,Low,10
ST10,SKU02139,207,89,27,2025-11-10,118,180,2.3258426966292136,Low,10
ST06,SKU03413,79,54,15,2025-12-21,25,64,1.462962962962963,Low,10
ST15,SKU03342,80,35,10,2025-12-23,45,70,2.2857142857142856,Low,10
ST21,SKU04448,46,75,36,2025-11-19,-29,10,0.6133333333333333,Medium,50
ST20,SKU01074,106,49,24,2025-11-22,57,82,2.163265306122449,Low,10
ST02,SKU01456,119,47,20,2025-12-01,72,99,2.5319148936170213,Low,10
ST21,SKU03894,67,93,43,2025-12-30,-26,24,0.7204301075268817,Medium,50
ST01,SKU03478,202,82,16,2025-11-07,120,186,2.4634146341463414,Low,10
ST28,SKU02399,151,83,36,2025-11-29,68,115,1.819277108433735,Low,10
ST24,SKU02379,140,100,29,2025-12-01,40,111,1.4,Low,10
ST26,SKU04977,108,53,14,2025-12-17,55,94,2.0377358490566038,Low,10
ST04,SKU04096,88,41,12,2025-12-01,47,76,2.1463414634146343,Low,10
ST24,SKU02552,95,49,19,2025-12-28,46,76,1.9387755102040816,Low,10
ST06,SKU02398,39,21,6,2025-11-11,18,33,1.8571428571428572,Low,10
ST07,SKU01336,114,93,44,2025-11-03,21,70,1.2258064516129032,Low,10
ST04,SKU02621,181,85,25,2025-12-07,96,156,2.1294117647058823,Low,10
ST08,SKU03835,22,32,14,2025-11-19,-10,8,0.6875,Medium,50
ST03,SKU03425,16,54,27,2025-12-25,-38,-11,0.2962962962962963,High,75
